最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.2,67.1,B-良好,全天候/熊市优/震荡优,127.3,21.8,25,3.0,7.3,10,013073,泰信医疗服务混合发起式C,创新药,2022-04-08 ~ 2026-06-30,1027,20.57,4.7,16.16,3.74,4.41,6.46,39.29,2026-04-02,2026-06-08,250,0.8,0.73,1.4,11.44,-8.52,49.2,33,241,66.4,49.0,16.44,-17.88,0.92,0.09,-2.92,23.19,303.3,-218.1,13,19,14.9,98.4,1.6,18.3,14,89,1789.58,7961.07,4095.68,12056.75,1,3.92,37.66,2,9.15,-20.94,6,6.01,5.85,0,994,33,1,15,2,42,0,0,36,0,0,2,2,0,0,1,1,0,18,28,9,6,44,8,45,3,0,0,0,0,3,3,0,3,2,0,0,42,66.7,651.91,15.52,36,0.0,-409.73,-11.38,0,0,0,0,18,100.0,474.05,26.34,28,71.4,156.66,5.59,9,88.9,492.83,54.76,6,100.0,24.84,4.14,44,86.4,347.84,7.91,8,0.0,-404.89,-50.61,45,88.9,436.43,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-25.91,-8.64,2,100.0,45.55,22.77
0.85,53.0,C-一般,熊市优,100.0,8.4,25,3.4,6.2,10,010031,华泰柏瑞生物医药混合C,创新药,2020-09-17 ~ 2026-06-30,1401,16.16,2.73,4.56,0.81,11.6,9.79,50.52,2025-07-29,2026-06-08,704,0.46,0.28,1.265,10.76,-8.08,46.7,54,313,51.8,41.4,19.26,-15.12,1.27,0.01,-9.92,26.47,264.29,-230.14,38,15,17.2,98.4,1.6,14.9,4,52,1230.95,7626.26,3990.15,11616.41,3,17.31,83.54,2,0.97,-34.16,7,-2.67,-29.03,0,1344,57,1,21,2,22,0,0,88,3,0,3,2,0,0,8,0,0,8,24,9,4,67,33,44,5,2,0,2,0,5,3,1,1,9,0,0,22,95.5,806.04,36.64,88,0.0,-714.95,-8.12,0,0,0,0,8,100.0,270.52,33.81,24,66.7,99.01,4.13,9,100.0,443.32,49.26,4,100.0,0.56,0.14,67,86.6,703.63,10.5,33,0.0,-1101.57,-33.38,44,86.4,742.97,16.89,2,0.0,-1.08,-0.54,0,0,0,0,2,0.0,-5.02,-2.51,0,0,0,0,1,0.0,-67.2,-67.2,9,88.9,54.72,6.08
1.2,43.8,C-一般,全天候/熊市优/牛市可,93.0,0,23.0,4.6,6.2,10,007862,金元顺安医疗健康混合C,创新药,2021-09-17 ~ 2026-06-30,1157,-4.38,-0.97,-62.17,-19.08,57.79,17.97,64.44,2021-09-30,2025-04-07,1149,-0.09,-0.05,1.135,10.0,-11.49,48.3,42,237,20.3,41.4,36.61,-12.22,3.0,-0.71,-27.75,8.94,294.01,-172.77,71,25,23.0,99.0,1.0,20.3,13,75,-455.4,6260.57,3301.21,9561.78,1,5.39,11.88,5,-9.13,-71.82,4,-0.25,-28.85,0,1129,28,2,28,0,13,0,0,159,1,0,1,0,1,0,3,0,0,7,2,9,1,10,26,7,1,0,0,0,0,3,2,0,0,3,0,0,13,76.9,146.94,11.3,159,0.0,-1515.25,-9.53,0,0,0,0,7,100.0,184.35,26.34,2,100.0,15.8,7.9,9,100.0,598.77,66.53,1,100.0,8.45,8.45,10,100.0,317.91,31.79,26,0.0,-697.24,-26.82,7,85.7,403.55,57.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100.0,81.32,27.11
1.1,44.5,C-一般,熊市优,112.8,1.0,24.0,2.9,6.6,10,015562,长城医疗保健混合C,创新药,2022-05-18 ~ 2026-06-30,1002,1.62,0.4,-12.65,-3.34,14.27,11.52,47.88,2025-06-12,2026-06-08,564,0.1,0.03,1.212,11.62,-10.09,50.7,35,213,46.5,44.0,16.62,-14.85,1.12,0.0,-9.62,13.4,330.07,-261.6,30,22,14.6,97.8,2.2,17.4,7,48,190.15,7685.26,2476.36,10161.62,2,12.15,54.68,2,-4.13,-35.22,5,-5.56,-21.1,0,983,19,0,13,2,15,0,0,79,4,0,0,1,2,1,3,0,0,3,14,3,11,30,17,32,3,0,0,0,0,3,2,0,0,9,1,0,15,80.0,486.34,32.42,79,0.0,-1000.86,-12.67,0,0,0,0,3,66.7,9.28,3.09,14,92.9,44.53,3.18,3,100.0,15.94,5.31,11,90.9,33.11,3.01,30,80.0,104.43,3.48,17,0.0,-454.78,-26.75,32,84.4,890.2,27.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,88.9,61.96,6.88
0.8,45.7,C-一般,全天候/熊市优/牛市可,86.8,0,23.4,5.7,6.6,10,012738,广发创新药ETF联接C,创新药,2021-08-09 ~ 2026-06-30,1186,-5.73,-1.25,-43.29,-11.36,37.56,15.77,59.78,2025-07-29,2026-06-08,411,-0.08,-0.08,1.196,10.15,-8.18,48.0,60,284,39.4,44.1,24.17,-22.04,1.1,-0.18,-36.5,11.35,719.93,-250.67,37,14,28.7,98.9,1.1,12.7,7,47,-709.1,6248.59,3178.61,9427.2,1,3.71,17.99,5,-6.72,-74.21,4,-1.94,8.78,0,1155,31,0,33,1,11,0,0,105,1,0,2,3,1,3,0,2,0,12,14,5,4,41,48,26,3,1,0,0,0,5,4,1,1,16,0,1,11,81.8,33.33,3.03,105,0.0,-1341.99,-12.78,0,0,0,0,12,91.7,53.02,4.42,14,100.0,264.95,18.93,5,80.0,434.38,86.88,4,100.0,34.45,8.61,41,75.6,563.48,13.74,48,0.0,-1886.86,-39.31,26,88.5,1127.33,43.36,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-187.71,-187.71,16,100.0,196.52,12.28
0.8,44.8,C-一般,熊市优,141.0,2.3,22.1,3.9,6.5,10,010685,工银前沿医疗股票C,创新药,2020-12-23 ~ 2026-06-30,1338,7.38,1.35,-18.02,-3.67,25.4,17.4,54.79,2025-08-25,2026-06-08,411,0.21,0.08,1.21,8.39,-7.22,48.7,57,315,46.0,43.3,22.22,-17.33,1.28,0.0,-20.99,21.17,526.94,-263.83,32,22,19.7,98.1,1.9,12.6,9,49,552.11,6491.35,4246.3,10737.65,2,15.75,56.52,2,-2.73,-36.29,8,-4.74,-27.69,0,1299,39,0,31,4,26,0,0,109,1,0,1,1,1,0,5,0,1,17,24,4,2,42,35,27,1,1,0,0,0,5,4,1,4,23,1,1,26,92.3,482.69,18.57,109,0.0,-1263.56,-11.59,1,100.0,99.11,99.11,17,70.6,86.25,5.07,24,87.5,171.89,7.16,4,100.0,135.19,33.8,2,100.0,22.15,11.07,42,90.5,818.36,19.48,35,0.0,-1195.19,-34.15,27,85.2,1168.35,43.27,1,0.0,-23.08,-23.08,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-187.58,-46.9,23,87.0,237.53,10.33
1.05,47.7,C-一般,全天候/熊市优/震荡优,206.1,2.5,24.1,4.6,6.5,10,010159,中银医疗保健混合C,创新药,2020-10-13 ~ 2026-06-30,1389,7.17,1.26,-6.76,-1.26,13.93,15.12,63.58,2021-06-01,2026-06-08,1233,0.19,0.08,1.341,11.86,-8.98,47.5,56,350,55.4,43.5,16.37,-20.41,0.8,0.01,-17.5,12.65,363.56,-399.28,53,23,22.9,98.3,1.7,20.8,14,71,358.54,4216.89,6500.42,10717.31,2,9.78,79.81,4,-16.45,-64.01,6,14.74,-1.07,0,1331,58,1,29,4,41,0,0,107,0,0,0,1,4,0,3,4,0,8,9,12,9,58,28,62,1,0,0,0,0,5,4,0,4,12,0,0,41,97.6,399.85,9.75,107,0.0,-1618.84,-15.13,0,0,0,0,8,100.0,24.77,3.1,9,88.9,34.43,3.83,12,91.7,510.14,42.51,9,88.9,11.34,1.26,58,89.7,771.05,13.29,28,0.0,-1164.03,-41.57,62,87.1,1364.22,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25.0,-34.31,-8.58,12,100.0,59.92,4.99
0.95,61.5,B-良好,全天候/熊市优/震荡优,28.7,16.4,25,2.8,7.3,10,002938,中银证券健康产业混合,创新药,2020-05-27 ~ 2026-06-30,1480,26.34,4.06,91.75,11.72,-65.41,7.43,43.84,2026-01-12,2026-03-23,391,0.71,0.55,1.405,12.15,-11.81,49.0,46,300,59.0,48.6,19.23,-9.49,2.03,0.04,-7.92,24.19,462.15,-166.65,44,26,14.1,96.8,3.2,18.4,12,62,2397.47,9410.46,3223.74,12634.2,4,12.76,101.16,1,-4.31,-23.07,8,15.96,2.99,0,1443,37,1,24,2,30,0,2,86,3,0,1,0,3,0,4,1,0,20,20,12,11,57,18,21,0,2,0,0,0,4,1,0,1,22,0,0,30,96.7,754.35,25.14,86,0.0,-496.94,-5.78,0,0,0,0,20,90.0,220.89,11.04,20,95.0,55.88,2.79,12,100.0,566.98,47.25,11,100.0,50.21,4.56,57,84.2,710.08,12.46,18,0.0,-488.62,-27.15,21,90.5,658.84,31.37,2,0.0,-18.73,-9.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-1.28,-1.28,22,95.5,385.81,17.54
1.25,40.4,C-一般,熊市优,-143.5,0,21.5,2.8,6.1,10,007553,中信建投医改混合C,创新药,2020-05-27 ~ 2026-06-30,1480,-13.32,-2.4,-5.47,-0.95,-7.85,21.74,63.88,2021-07-21,2026-06-08,1198,-0.4,-0.11,1.532,12.69,-12.72,49.3,46,381,34.9,40.5,17.67,-16.14,1.09,-0.18,-30.54,6.22,577.1,-321.25,56,27,13.8,96.5,3.5,11.8,7,49,-1347.25,7990.38,677.86,8668.24,4,9.42,110.95,4,-9.47,-75.45,5,-13.29,-17.19,0,1407,73,1,30,4,53,0,0,194,0,0,1,0,0,0,0,2,3,26,4,6,3,11,29,38,4,0,0,1,2,4,0,0,4,7,0,0,53,83.0,474.11,8.95,194,0.0,-2035.81,-10.49,3,100.0,302.04,100.68,26,100.0,148.45,5.71,4,75.0,0.06,0.01,6,100.0,118.06,19.68,3,100.0,12.25,4.08,11,72.7,150.92,13.72,29,0.0,-1260.38,-43.46,38,86.8,1086.38,28.59,0,0,0,0,0,0,0,0,1,0.0,-91.65,-91.65,2,0.0,-117.1,-58.55,4,0.0,-192.18,-48.05,7,100.0,57.6,8.23
1.05,50.45,,,105.29,6.38,23.97,3.6,6.49,10.0,---,【创新药】平均,创新药,,,9.14,1.55,-11.63,-3.71,20.77,12.86,56.76,,,734.62,0.26,0.19,1.33,11.27,-9.75,48.65,45.8,292.6,47.27,43.31,21.39,-15.47,1.38,-0.07,-17.35,17.0,464.77,-245.09,38.62,22.08,18.02,98.06,1.94,17.34,12.0,61.54,780.83,,,10913.68,2.38,11.43,61.51,3.46,-5.26,-57.05,5.46,2.81,-9.31,0.6,23.2,2.3,27.6,0.0,0.2,105.0,1.3,0.0,0.9,0.9,1.7,0.4,3.0,1.5,0.6,14.6,15.5,8.2,6.0,41.8,25.2,32.5,2.3,0.6,0.0,0.2,0.2,4.4,2.4,0.2,3.2,11.2,0.2,0.3,27.6,86.1,458.03,16.59,105.0,0.0,-1121.37,-10.68,0.6,100.0,33.42,54.3,14.6,91.1,164.01,11.22,15.5,84.2,121.3,7.81,8.2,94.3,590.99,72.48,6.0,97.4,21.26,3.54,41.8,85.3,559.59,13.37,25.2,0.0,-854.21,-33.86,32.5,86.1,745.58,22.91,0.6,0.0,-3.43,-5.58,0.0,0.0,0.0,0.0,0.2,0.0,-7.44,-32.22,0.2,0.0,-9.08,-39.36,3.2,2.4,-80.41,-24.89,11.2,93.1,162.6,14.58
1.15,76.7,A-极佳,熊市优,100.0,30,24.8,4.8,7.1,10,017649,信澳聚优智选混合C,AI应用,2023-03-23 ~ 2026-06-30,793,38.05,10.79,0.97,0.31,37.08,10.08,48.12,2023-04-12,2024-01-31,284,0.86,1.07,1.535,13.12,-11.88,52.0,33,123,43.9,47.5,103.0,-23.43,4.4,-2.37,-36.71,79.77,801.83,-200.09,26,25,24.0,97.4,2.6,23.3,16,117,3945.23,11263.74,2540.8,13804.54,3,33.75,62.44,1,5.79,-28.49,3,-3.23,-20.77,0,762,31,1,17,0,9,0,1,48,0,0,1,0,4,0,2,0,2,6,2,16,0,15,10,3,2,0,0,0,0,3,2,0,11,1,0,0,9,100.0,83.75,9.31,48,0.0,-627.07,-13.06,2,100.0,79.94,39.97,6,100.0,50.74,8.46,2,100.0,13.34,6.67,16,100.0,3723.7,232.73,0,0,0,0,15,100.0,566.99,37.8,10,0.0,-606.07,-60.61,3,100.0,1038.04,346.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,-383.84,-34.89,1,100.0,5.71,5.71
1.25,69.5,B-良好,全天候/熊市优/震荡优,398.9,25.1,24.0,3.6,6.8,10,015395,招商体育文化休闲股票C,AI应用,2022-04-18 ~ 2026-06-30,1021,47.11,10.0,11.81,2.79,35.3,11.94,49.65,2023-05-04,2024-08-27,345,0.89,0.84,1.693,11.13,-11.25,48.9,34,252,48.8,45.1,52.68,-14.44,3.65,0.0,-22.72,13.63,1579.5,-105.28,52,58,18.2,99.1,0.9,12.2,6,60,4775.71,14199.62,511.4,14711.02,4,43.2,82.76,3,-1.72,-53.81,2,1.5,-3.63,0,970,51,1,16,1,28,0,0,93,0,0,0,0,4,0,6,0,0,17,8,15,5,46,11,9,2,0,0,0,4,3,1,0,10,6,0,0,28,82.1,46.76,1.67,93,0.0,-941.58,-10.12,0,0,0,0,17,82.4,12.76,0.75,8,87.5,40.36,5.04,15,100.0,4471.33,298.09,5,100.0,6.21,1.24,46,95.7,1832.62,39.84,11,0.0,-161.44,-14.68,9,100.0,21.77,2.42,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-324.3,-81.08,10,0.0,-276.59,-27.66,6,100.0,47.81,7.97
0.85,66.6,B-良好,全天候/熊市优/牛市可/震荡优,100.0,18.6,23.1,6.5,8.4,10,012847,诺安积极回报混合C,AI应用,2021-08-03 ~ 2026-06-30,1190,45.99,8.34,1.1,0.23,44.89,13.45,48.37,2022-09-14,2022-10-11,214,0.75,0.62,1.521,14.27,-12.07,48.8,50,289,40.8,55.9,54.86,-9.92,5.53,-0.01,-12.97,38.59,788.1,-164.7,44,19,32.5,98.1,1.9,17.0,8,89,4965.23,9727.76,4871.7,14599.46,2,36.89,49.6,1,-2.43,-27.03,7,7.94,-9.31,0,1135,55,2,24,1,17,0,1,135,1,1,2,0,3,3,0,3,1,20,10,17,11,12,20,18,0,2,0,0,1,5,2,0,6,19,0,2,17,94.1,82.7,4.86,135,0.0,-767.94,-5.69,1,100.0,342.41,342.41,20,95.0,516.23,25.81,10,100.0,77.56,7.76,17,100.0,3167.27,186.31,11,90.9,108.18,9.83,12,100.0,942.95,78.58,20,0.0,-487.91,-24.4,18,100.0,995.04,55.28,2,0.0,-0.02,-0.01,0,0,0,0,0,0,0,0,1,0.0,-164.7,-164.7,6,0.0,-87.66,-14.61,19,78.9,241.12,12.69
0.85,51.8,C-一般,全天候/熊市优/震荡优,145.3,7.6,24.8,3.3,6.1,10,016074,创金合信软件产业股票发起C,AI应用,2022-11-09 ~ 2026-06-30,884,10.61,2.92,-23.41,-7.32,34.02,11.6,55.56,2024-03-20,2025-04-07,551,0.44,0.25,1.642,11.38,-12.65,50.7,33,237,48.9,40.9,19.3,-11.51,1.68,0.0,-14.09,18.48,539.05,-118.14,27,18,16.3,98.4,1.6,16.0,16,54,1064.97,11039.48,21.65,11061.13,3,1.71,44.35,3,0.16,-69.89,2,8.59,12.1,0,833,51,3,17,0,10,0,1,71,0,0,1,0,1,0,4,1,1,9,22,4,10,52,23,16,1,0,0,0,2,4,0,0,8,9,0,0,10,90.0,43.12,4.31,71,0.0,-629.18,-8.86,1,100.0,51.1,51.1,9,100.0,326.38,36.26,22,81.8,131.31,5.97,4,100.0,38.37,9.59,10,70.0,28.17,2.82,52,86.5,811.78,15.61,23,0.0,-506.29,-22.01,16,87.5,715.6,44.73,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-37.22,-18.61,8,0.0,-1.47,-0.18,9,100.0,93.3,10.37
1.25,52.6,C-一般,全天候/熊市优/震荡优,203.0,8.6,24.1,3.5,6.4,10,012183,广发沪港深精选混合C,AI应用,2022-01-10 ~ 2026-06-30,1084,12.91,2.86,-12.54,-3.07,25.45,9.93,41.83,2022-07-04,2022-10-28,413,0.52,0.29,1.144,10.9,-11.45,53.1,35,233,47.6,42.6,23.96,-13.35,1.79,0.0,-10.27,11.75,611.08,-206.55,26,18,17.3,99.3,0.7,21.7,12,78,1297.35,11235.72,54.83,11290.55,2,1.39,36.79,3,-6.48,-51.71,4,18.5,11.27,0,1062,22,0,19,0,12,0,1,87,0,0,0,0,1,0,4,3,1,6,19,7,4,39,17,38,2,0,0,0,0,3,1,1,1,2,0,0,12,91.7,295.66,24.64,87,0.0,-799.31,-9.19,1,100.0,0.02,0.02,6,100.0,74.86,12.48,19,94.7,20.33,1.07,7,100.0,713.48,101.93,4,100.0,2.36,0.59,39,79.5,1199.76,30.76,17,0.0,-562.65,-33.1,38,81.6,346.51,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.01,-0.01,2,100.0,6.34,3.17
0.8,59.2,B-良好,全天候/熊市优/震荡优,100.0,14.7,23.4,4.6,6.5,10,018203,信澳核心科技混合C,AI应用,2023-04-25 ~ 2026-06-30,771,20.94,6.41,0.84,0.27,20.1,13.1,49.68,2023-06-20,2024-01-22,259,0.64,0.49,1.517,12.86,-12.08,51.2,37,132,40.2,43.6,81.45,-29.28,2.78,-4.14,-44.56,77.43,814.26,-227.7,21,13,23.1,98.2,1.8,22.2,10,83,2150.07,10442.84,1651.14,12093.98,3,20.95,63.81,2,-2.85,-40.66,2,2.9,-9.92,0,737,34,1,16,2,4,0,1,48,0,0,0,0,4,0,4,1,2,5,7,11,2,12,21,12,1,0,1,0,2,3,3,1,2,3,0,0,4,100.0,44.36,11.09,48,0.0,-1017.13,-21.19,2,100.0,154.09,77.05,5,100.0,42.9,8.58,7,71.4,15.65,2.24,11,100.0,1480.83,134.62,2,50.0,0.01,0.01,12,100.0,1353.9,112.83,21,0.0,-830.45,-39.55,12,83.3,1196.71,99.73,0,0,0,0,1,0.0,-227.7,-227.7,0,0,0,0,2,0.0,-62.56,-31.28,2,0.0,-28.9,-14.45,3,100.0,28.36,9.45
0.9,49.8,C-一般,全天候/熊市优/震荡优,320.9,5.0,24.0,3.9,6.9,10,001252,中海进取收益混合,AI应用,2020-05-27 ~ 2026-06-30,1480,14.07,2.27,-6.37,-1.11,20.44,13.53,56.67,2021-09-13,2025-12-16,1049,0.35,0.17,1.139,10.31,-7.61,49.8,42,261,58.6,45.9,23.06,-22.57,1.02,0.01,-15.64,19.34,452.79,-259.58,29,39,19.4,96.0,4.0,21.1,9,76,1406.7,11405.0,1.87,11406.87,2,10.13,42.11,3,-7.87,-55.17,8,12.0,17.69,0,1443,37,1,20,4,27,0,1,69,1,0,2,1,0,0,2,1,2,13,18,8,8,55,22,24,2,1,0,0,1,5,2,0,1,12,0,0,27,81.5,596.5,22.09,69,0.0,-767.96,-11.13,2,100.0,1.82,0.91,13,100.0,145.22,11.17,18,88.9,75.0,4.17,8,100.0,862.01,107.75,8,50.0,0.07,0.01,55,96.4,1008.46,18.34,22,0.0,-1062.4,-48.29,24,100.0,745.48,31.06,1,0.0,-4.85,-4.85,0,0,0,0,0,0,0,0,1,0.0,-84.0,-84.0,1,0.0,-202.51,-202.51,12,91.7,93.86,7.82
1.2,54.8,C-一般,全天候/熊市优/震荡优,72.6,12.3,23.9,3.6,5.0,10,017628,华商计算机行业量化股票发起式C,AI应用,2023-01-17 ~ 2026-06-30,835,17.71,5.04,24.41,6.81,-6.7,12.26,50.53,2023-04-07,2024-08-27,443,0.62,0.41,1.645,11.99,-11.6,53.1,18,109,60.6,33.3,45.38,-32.19,1.41,0.08,-43.31,73.68,676.37,-141.0,16,18,18.0,96.9,3.1,28.3,26,84,1772.16,11648.24,122.46,11770.7,3,19.78,71.11,2,-10.46,-39.81,2,8.2,3.34,0,789,46,2,8,2,20,0,0,25,0,0,0,0,0,0,0,1,2,9,4,4,1,17,8,14,2,0,0,0,1,2,1,0,4,0,0,0,20,85.0,463.09,23.15,25,0.0,-707.28,-28.29,2,100.0,48.68,24.34,9,100.0,114.61,12.73,4,50.0,1.57,0.39,4,100.0,512.47,128.12,1,100.0,107.38,107.38,17,100.0,691.72,40.69,8,0.0,-415.89,-51.99,14,100.0,1055.73,75.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-11.49,-11.49,4,0.0,-88.43,-22.11,0,0,0,0
0.8,75.8,A-极佳,震荡优,36.4,30,24.0,4.9,6.9,10,017736,融通明锐混合C,AI应用,2023-06-07 ~ 2026-06-30,743,20.74,6.6,56.91,16.51,-36.17,6.36,26.41,2025-02-21,2025-04-08,259,1.04,1.04,1.051,12.73,-12.61,54.4,23,109,68.8,45.9,40.33,-42.53,0.95,0.11,-7.99,43.69,665.5,-249.71,15,15,24.5,98.1,1.9,23.1,18,84,2088.93,11504.33,569.73,12074.06,1,11.97,35.58,0,0,0,6,7.91,15.44,0,731,12,0,10,1,6,0,1,13,0,0,0,0,1,0,5,0,1,5,5,6,3,44,9,11,2,0,0,0,0,3,0,0,1,5,0,0,6,83.3,35.63,5.94,13,0.0,-142.39,-10.95,1,100.0,0.81,0.81,5,100.0,100.7,20.14,5,100.0,2.8,0.56,6,83.3,1509.77,251.63,3,100.0,0.21,0.07,44,81.8,1135.08,25.8,9,0.0,-788.67,-87.63,11,90.9,195.81,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-4.59,-4.59,5,100.0,43.77,8.75
1.0,42.4,C-一般,全天候/熊市优/牛市可/震荡优,102.9,0.3,21.1,4.3,6.7,10,014422,弘毅远方消费升级混合C,AI应用,2022-01-07 ~ 2026-06-30,1085,0.96,0.22,-33.13,-8.92,34.09,19.7,55.57,2022-01-10,2024-02-05,972,0.07,0.01,1.143,10.17,-13.0,49.7,41,253,45.1,44.4,17.75,-16.24,1.09,0.0,-19.5,7.62,398.52,-193.58,33,14,21.5,99.2,0.8,15.3,7,64,41.36,9103.44,993.05,10096.49,1,6.69,13.22,3,-11.79,-44.57,5,7.33,-2.83,0,1069,16,1,19,0,22,0,0,95,1,0,1,0,0,1,4,3,1,12,6,4,5,39,28,30,3,0,0,0,0,4,3,1,1,10,0,0,22,90.9,87.09,3.96,95,0.0,-1157.2,-12.18,1,100.0,0.19,0.19,12,66.7,77.42,6.45,6,83.3,7.34,1.22,4,75.0,490.05,122.51,5,100.0,13.2,2.64,39,89.7,692.32,17.75,28,0.0,-815.68,-29.13,30,90.0,602.27,20.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-8.79,-8.79,10,100.0,53.15,5.31
1.0,40.4,C-一般,熊市优,98.0,0,20.5,4.1,5.8,10,015667,银河文体娱乐混合C,AI应用,2022-06-14 ~ 2026-06-30,984,-0.5,-0.13,-25.46,-7.25,24.96,24.02,63.34,2022-06-21,2024-09-18,978,0.04,-0.01,1.704,10.23,-11.73,50.2,33,168,47.0,38.8,38.52,-38.8,0.99,0.0,-55.58,54.23,364.17,-344.8,27,15,20.3,93.0,7.0,18.0,17,56,-60.31,8135.65,1814.25,9949.9,2,4.36,48.53,4,-2.68,-73.61,3,-1.3,11.19,0,924,60,1,15,3,13,0,1,52,1,0,0,0,1,0,1,1,1,9,1,9,4,17,19,23,2,2,0,0,2,5,1,0,5,11,1,0,13,84.6,95.42,7.34,52,0.0,-1414.45,-27.2,1,100.0,141.87,141.87,9,100.0,330.8,36.76,1,100.0,124.66,124.66,9,100.0,1437.84,159.76,4,100.0,2.74,0.69,17,88.2,363.93,21.41,19,0.0,-895.64,-47.14,23,78.3,504.15,21.92,2,0.0,-207.7,-103.85,0,0,0,0,0,0,0,0,2,0.0,-123.41,-61.7,5,0.0,-462.46,-92.49,11,100.0,41.94,3.81
