最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.1,58.0,B-良好,全天候/熊市优/震荡优,8.1,13.1,23.1,4.3,7.5,10,167002,平安鼎越混合(LOF),电网设备,2020-05-27 ~ 2026-06-30,1480,38.34,5.68,474.8,34.69,-436.46,13.0,47.44,2023-05-04,2023-10-23,386,0.76,0.44,1.488,7.49,-11.18,49.0,46,278,64.4,50.0,31.45,-21.2,1.48,0.09,-18.99,44.86,675.93,-179.29,27,30,21.3,96.5,3.5,17.8,14,85,3826.86,13787.18,47.23,13834.41,7,28.12,235.16,1,-1.49,-20.87,5,6.85,2.83,0,1445,35,1,21,5,14,0,0,62,1,0,2,0,4,0,2,3,0,15,23,15,5,61,17,51,1,0,0,0,3,3,2,0,6,6,1,0,14,100.0,1454.42,103.89,62,1.6,-848.07,-13.68,0,0,0,0,15,100.0,355.8,23.72,23,87.0,37.74,1.64,15,100.0,1037.33,69.16,5,80.0,5.2,1.04,61,90.2,465.86,7.64,17,0.0,-627.15,-36.89,51,96.1,2260.76,44.33,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-26.05,-8.68,6,0.0,-300.85,-50.14,6,100.0,11.87,1.98
1.07,54.58,,,92.73,10.35,21.55,5.55,7.12,10.0,---,【电网设备】平均,电网设备,,,26.64,5.25,136.47,11.57,-109.83,15.85,48.22,,,463.75,0.58,0.35,1.38,9.07,-10.59,49.5,38.5,242.0,63.4,47.55,29.1,-26.16,1.11,0.07,-20.89,36.75,605.86,-229.04,30.25,23.75,27.7,97.38,2.62,18.2,11.0,82.75,2664.31,,,12664.27,3.75,24.01,108.64,1.5,-4.9,-27.11,5.0,6.29,-3.32,0.8,16.2,2.8,19.2,0.0,0.0,47.5,0.8,0.0,1.5,0.2,3.8,0.2,3.5,2.0,0.2,18.5,24.0,13.2,5.2,57.2,14.5,30.2,1.0,1.0,0.0,0.0,1.2,3.0,1.8,0.0,3.5,6.2,0.5,0.5,19.2,93.5,685.66,35.62,47.5,0.5,-824.75,-17.36,0.2,100.0,0.41,1.63,18.5,91.9,299.63,16.2,24.0,77.1,33.14,1.38,13.2,94.3,1662.24,125.45,5.2,85.7,3.98,0.76,57.2,86.9,685.38,11.97,14.5,0.0,-726.56,-50.11,30.2,89.3,974.62,32.22,1.0,0.0,-3.18,-3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,-53.3,-42.64,3.5,0.0,-149.52,-42.72,6.2,100.0,76.55,12.25
1.15,48.6,C-一般,全天候/熊市优/震荡优,14.9,3.4,20.9,5.4,8.9,10,014581,东吴阿尔法灵活配置混合C,消费电子/PCB,2022-01-21 ~ 2026-06-30,1075,11.87,2.66,79.76,14.74,-67.89,23.41,64.2,2022-08-01,2024-02-05,717,0.3,0.11,1.757,11.25,-12.93,51.6,30,192,52.1,59.3,41.99,-35.47,1.18,0.02,-58.52,42.27,630.69,-208.82,33,30,27.0,97.6,2.4,37.8,31,109,1184.72,11174.98,11.81,11186.79,3,25.22,161.18,4,-13.57,-59.3,2,1.91,2.3,0,1012,63,1,14,3,20,0,1,54,0,0,0,1,0,0,0,1,3,6,16,6,5,22,20,26,3,2,0,0,0,4,1,0,9,3,0,1,20,75.0,1628.46,81.42,54,0.0,-1584.27,-29.34,3,100.0,62.05,20.68,6,100.0,468.07,78.01,16,93.8,210.57,13.16,6,100.0,415.07,69.18,5,100.0,38.35,7.67,22,95.5,153.9,7.0,20,0.0,-1087.26,-54.36,26,100.0,1193.19,45.89,2,0.0,-2.58,-1.29,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,-340.62,-37.85,3,100.0,29.79,9.93
1.15,48.6,,,14.9,3.4,20.9,5.4,8.9,10.0,---,【消费电子/PCB】平均,消费电子/PCB,,,11.87,2.66,79.76,14.74,-67.89,23.41,64.2,,,717.0,0.3,0.11,1.76,11.25,-12.93,51.6,30.0,192.0,52.1,59.3,41.99,-35.47,1.18,0.02,-58.52,42.27,630.69,-208.82,33.0,30.0,27.0,97.6,2.4,37.8,31.0,109.0,1184.72,,,11186.79,3.0,25.22,161.18,4.0,-13.57,-59.3,2.0,1.91,2.3,1.0,14.0,3.0,20.0,0.0,1.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,16.0,6.0,5.0,22.0,20.0,26.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,9.0,3.0,0.0,1.0,20.0,75.0,1628.46,81.42,54.0,0.0,-1584.27,-29.34,3.0,100.0,62.05,20.68,6.0,100.0,468.07,78.01,16.0,93.8,210.57,13.16,6.0,100.0,415.07,69.18,5.0,100.0,38.35,7.67,22.0,95.5,153.9,7.0,20.0,0.0,-1087.26,-54.36,26.0,100.0,1193.19,45.89,2.0,0.0,-2.58,-1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-340.62,-37.85,3.0,100.0,29.79,9.93
0.9,71.8,A-极佳,全天候/熊市优/震荡优,31.5,26.5,23.1,5.1,7.1,10,016523,华安科技创新混合C,国产算力,2023-05-18 ~ 2026-06-30,757,38.72,11.51,122.9,30.58,-84.18,13.04,47.02,2023-06-20,2024-02-05,390,1.09,0.88,1.633,10.6,-11.08,52.9,26,121,65.3,47.4,63.92,-30.2,2.12,0.33,-32.01,91.43,1308.54,-164.47,25,20,25.6,96.4,3.6,21.5,20,75,3871.57,13871.53,0,13871.53,3,31.9,128.99,1,-9.26,-21.73,3,13.46,5.05,0,729,28,0,13,2,10,1,0,28,1,0,0,0,0,0,1,0,3,4,10,15,3,22,6,14,1,0,0,1,0,4,2,0,4,1,0,1,10,100.0,95.27,9.53,28,0.0,-752.89,-26.89,3,100.0,491.24,163.75,4,100.0,2.48,0.62,10,90.0,272.77,27.28,15,93.3,2981.8,198.79,3,100.0,26.06,8.69,22,95.5,381.67,17.35,6,0.0,-284.19,-47.37,14,100.0,789.04,56.36,0,0,0,0,0,0,0,0,1,0.0,-30.48,-30.48,0,0,0,0,4,0.0,-110.16,-27.54,1,100.0,8.96,8.96
1.3,75.4,A-极佳,全天候/熊市优/震荡优,27.9,30,25,2.7,7.7,10,015773,招商移动互联网产业股票基金C,国产算力,2022-06-13 ~ 2026-06-30,985,41.74,9.34,149.4,26.34,-107.66,8.38,49.37,2023-04-07,2024-02-05,362,1.27,1.11,1.747,11.53,-11.99,51.7,27,166,53.0,51.0,54.87,-12.84,4.27,0.01,-2.42,49.14,1255.32,-410.57,31,20,13.4,98.8,1.2,19.2,21,65,4019.91,13667.41,506.94,14174.35,3,30.18,153.11,1,-1.04,-20.69,5,7.72,-1.7,0,945,40,0,10,1,4,0,0,52,0,0,0,0,3,0,3,3,1,7,6,10,0,40,8,28,2,1,0,0,1,4,0,0,5,3,0,1,4,75.0,126.01,31.5,52,0.0,-59.8,-1.15,1,100.0,144.52,144.52,7,100.0,118.35,16.91,6,66.7,6.55,1.09,10,100.0,1920.55,192.06,0,0,0,0,40,85.0,1165.58,29.14,8,0.0,-635.42,-79.43,28,92.9,1260.04,45.0,1,0.0,-5.9,-5.9,0,0,0,0,0,0,0,0,1,0.0,-84.89,-84.89,5,0.0,-22.96,-4.59,3,100.0,87.28,29.09
1.2,58.0,B-良好,全天候/熊市优/震荡优,34.0,13.5,22.7,5.1,6.7,10,006719,国融融盛龙头严选混合C,国产算力,2020-05-27 ~ 2026-06-30,1480,42.08,6.16,123.73,14.7,-81.65,13.74,47.07,2021-02-10,2022-10-11,567,0.57,0.45,1.55,12.87,-12.94,51.1,58,387,44.7,44.6,28.92,-14.38,2.01,0.0,-19.42,23.66,467.89,-442.45,37,34,25.7,96.8,3.2,14.5,7,64,2329.35,9630.51,4577.1,14207.61,6,41.07,179.71,4,-8.67,-76.42,3,5.11,12.88,0,1427,53,0,31,3,36,1,1,155,3,0,2,1,2,2,4,0,0,27,9,15,5,41,32,45,0,5,0,0,0,4,3,1,7,10,0,0,36,86.1,669.14,18.59,155,0.6,-1472.7,-9.5,0,0,0,0,27,88.9,175.15,6.49,9,77.8,21.61,2.4,15,100.0,2601.37,173.42,5,100.0,67.52,13.5,41,97.6,1130.86,27.58,32,0.0,-603.29,-18.85,45,91.1,135.99,3.02,5,0.0,-1.39,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,-596.88,-85.27,10,90.0,201.97,20.2
0.85,60.1,B-良好,全天候/熊市优/震荡优,16.8,20.6,22.7,3.3,8.5,5,018123,永赢数字经济智选混合发起C,国产算力,2023-06-21 ~ 2026-06-30,733,31.36,9.83,186.35,43.58,-154.99,14.29,49.05,2023-06-21,2024-02-05,312,1.11,0.69,2.019,15.67,-11.65,51.1,28,138,60.9,56.8,51.81,-30.07,1.72,0.05,-22.87,90.46,597.93,-308.93,36,32,16.7,96.2,3.8,20.3,14,65,2878.38,12089.9,1046.1,13136.0,4,37.37,177.56,1,-7.57,-22.56,2,0.22,-10.68,0,689,44,1,9,0,5,0,1,32,0,0,0,0,1,0,6,0,2,2,5,11,3,39,11,21,4,0,0,0,2,4,1,1,5,0,0,0,5,100.0,249.89,49.98,32,0.0,-325.76,-10.18,2,100.0,78.63,39.31,2,100.0,0.29,0.14,5,100.0,139.12,27.82,11,100.0,1991.36,181.03,3,100.0,30.1,10.03,39,92.3,1272.53,32.63,11,0.0,-864.82,-78.62,21,95.2,589.92,28.09,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,-233.07,-116.53,5,0.0,-49.81,-9.96,0,0,0,0
0.8,45.9,C-一般,全天候/熊市优/震荡优,3.8,1.6,21.9,4.9,7.5,10,013446,东财中证芯片ETF发起式联接C,国产算力,2021-11-17 ~ 2026-06-30,1121,4.24,0.94,112.96,18.52,-108.72,17.29,53.18,2021-11-22,2022-10-11,1004,0.14,0.05,1.535,14.56,-8.1,51.3,44,317,57.1,50.0,14.63,-24.51,0.6,0.01,-13.43,22.65,201.78,-294.75,42,18,24.4,97.9,2.1,12.2,5,43,319.17,10047.07,376.74,10423.81,4,12.64,167.23,3,-12.81,-47.1,3,5.35,-5.64,0,1070,51,0,18,3,36,1,0,74,0,0,0,2,6,0,3,1,0,24,23,15,6,77,18,34,2,0,0,2,0,5,2,1,0,8,0,0,36,80.6,394.12,10.95,74,0.0,-1061.1,-14.34,0,0,0,0,24,91.7,33.77,1.41,23,73.9,242.54,10.55,15,86.7,661.35,44.09,6,66.7,134.67,22.44,77,79.2,869.18,11.29,18,0.0,-1264.87,-70.27,34,79.4,201.15,5.92,0,0,0,0,0,0,0,0,2,0.0,-2.37,-1.19,0,0,0,0,0,0,0,0,8,100.0,110.73,13.84
0.8,47.6,C-一般,全天候/熊市优/震荡优,5.9,3.8,22.8,4.5,6.5,10,519173,浦银安盛睿智精选混合C,国产算力,2020-05-27 ~ 2026-06-30,1480,11.57,1.88,197.66,20.41,-186.09,14.88,51.34,2020-09-02,2021-10-12,1082,0.27,0.13,1.344,8.16,-8.91,47.8,47,321,59.5,43.2,19.52,-22.96,0.85,0.05,-13.03,31.48,272.42,-377.31,38,42,22.4,94.7,5.3,18.8,15,67,1157.01,11156.93,0,11156.93,6,11.65,201.79,3,-2.38,-50.32,4,2.71,3.29,0,1439,41,1,20,3,35,2,2,88,1,0,1,0,1,2,4,1,3,17,19,12,10,71,23,35,1,0,0,1,0,6,2,0,2,5,0,0,35,97.1,792.98,22.66,88,0.0,-1448.61,-16.46,3,100.0,10.65,3.55,17,82.4,239.63,14.1,19,94.7,100.31,5.28,12,100.0,685.44,57.12,10,90.0,30.8,3.08,71,91.5,1232.49,17.36,23,0.0,-994.64,-43.25,35,94.3,560.46,16.01,0,0,0,0,0,0,0,0,1,0.0,-11.58,-11.58,0,0,0,0,2,0.0,-116.44,-58.22,5,60.0,75.52,15.1
0.8,63.9,B-良好,熊市优,13.0,19.6,24.4,3.0,6.9,10,001606,农银工业4.0混合,国产算力,2020-05-27 ~ 2026-06-30,1480,52.21,7.42,401.76,31.61,-349.55,11.35,51.09,2022-06-28,2025-05-28,921,1.1,0.65,1.338,9.58,-8.54,51.9,52,320,60.3,45.9,39.02,-21.13,1.85,0.03,-13.21,41.06,945.58,-818.42,28,31,15.1,96.6,3.4,14.5,10,70,5165.12,14934.17,287.09,15221.26,6,50.78,253.39,2,-4.48,-39.82,5,-1.15,6.1,0,1451,29,1,22,3,41,0,0,79,1,0,3,0,1,0,3,4,3,25,13,11,1,44,32,56,3,0,0,1,0,6,3,0,0,14,1,1,41,87.8,659.15,16.08,79,0.0,-810.76,-10.26,3,100.0,0.11,0.04,25,92.0,373.53,14.94,13,84.6,10.64,0.82,11,100.0,2169.55,197.23,1,100.0,0.07,0.07,44,93.2,1733.66,39.4,32,0.0,-1533.27,-47.91,56,94.6,2344.32,41.86,0,0,0,0,0,0,0,0,1,0.0,-22.02,-22.02,0,0,0,0,0,0,0,0,14,100.0,240.14,17.15
0.95,60.39,,,18.99,16.51,23.23,4.09,7.27,9.29,---,【国产算力】平均,国产算力,,,31.7,6.73,184.97,26.53,-153.26,13.28,49.73,,,662.57,0.79,0.57,1.6,11.85,-10.46,51.11,40.3,252.9,57.26,48.41,38.96,-22.3,1.75,0.07,-16.63,49.98,721.35,-402.41,33.86,28.14,20.47,96.77,3.23,17.29,13.14,64.14,2820.07,,,13170.21,4.57,30.8,180.25,2.14,-6.6,-39.81,3.57,4.77,1.33,0.4,17.6,2.1,23.9,0.7,0.6,72.6,0.9,0.0,0.9,0.4,2.0,0.6,3.4,1.3,1.7,15.1,12.1,12.7,4.0,47.7,18.6,33.3,1.9,0.9,0.0,0.7,0.4,4.7,1.9,0.4,3.3,5.9,0.1,0.4,23.9,88.6,426.65,17.88,72.6,0.2,-847.37,-11.68,1.7,100.0,103.59,60.43,15.1,90.6,134.74,8.9,12.1,83.5,113.36,9.34,12.7,96.6,1858.77,146.2,4.0,89.3,41.32,10.33,47.7,89.2,1112.28,23.31,18.6,0.0,-882.93,-47.54,33.3,91.8,840.13,25.24,0.9,0.0,-1.04,-1.22,0.0,0.0,0.0,0.0,0.7,0.0,-9.49,-13.29,0.4,0.0,-45.42,-105.99,3.3,0.0,-128.04,-38.97,5.9,92.7,103.51,17.67
0.9,68.0,B-良好,熊市优,58.3,20.0,23.6,6.4,8.0,10,013312,工银主题策略混合C,半导体,2021-09-22 ~ 2026-06-30,1156,60.78,10.91,104.32,16.86,-43.54,16.33,64.14,2022-06-28,2025-06-12,795,0.92,0.67,1.57,13.14,-8.4,51.7,52,282,40.8,53.4,61.45,-18.93,3.25,-0.36,-27.31,24.05,1442.92,-260.2,47,25,31.8,97.4,2.6,15.6,10,62,4056.23,10551.01,5526.96,16077.97,3,76.59,209.68,5,-12.84,-74.33,2,-4.49,6.44,0,1114,42,2,24,3,23,0,1,115,2,0,3,1,3,0,3,0,2,20,5,9,6,27,36,20,2,0,0,0,4,6,1,1,4,11,0,0,23,91.3,236.2,10.27,115,0.0,-1392.22,-12.11,2,100.0,490.78,245.39,20,100.0,232.12,11.61,5,100.0,9.44,1.89,9,100.0,3467.98,385.33,6,100.0,18.33,3.05,27,92.6,1740.47,64.46,36,0.0,-1194.46,-33.18,20,85.0,657.58,32.88,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-178.87,-44.72,4,0.0,-244.61,-61.15,11,90.9,213.49,19.41
1.0,64.6,B-良好,全天候/熊市优/震荡优,47.9,18.3,23.5,5.3,7.5,10,014497,诺安研究优选混合C,半导体,2022-01-20 ~ 2026-06-30,1076,42.64,8.67,88.95,16.07,-46.31,14.19,54.87,2022-01-20,2022-10-10,655,0.84,0.61,1.473,14.14,-10.35,51.4,47,260,40.8,50.0,55.79,-14.54,3.84,-0.03,-19.36,28.53,877.69,-267.44,47,16,26.3,98.7,1.3,13.7,6,79,3965.47,13200.68,1063.82,14264.5,2,43.7,164.3,3,-6.32,-48.43,4,3.08,-2.47,0,1042,34,2,23,1,17,0,0,100,1,0,0,0,6,0,6,0,0,9,12,18,7,38,24,18,2,1,0,0,7,4,2,0,3,6,0,0,17,94.1,362.52,21.32,100,0.0,-778.23,-7.78,0,0,0,0,9,100.0,286.3,31.81,12,66.7,2.09,0.17,18,100.0,3610.27,200.57,7,85.7,34.65,4.95,38,76.3,1487.99,39.16,24,0.0,-852.69,-35.53,18,83.3,80.57,4.48,1,0.0,-19.86,-19.86,0,0,0,0,0,0,0,0,7,0.0,-109.94,-15.71,3,0.0,-187.84,-62.61,6,83.3,49.64,8.27
1.1,63.6,B-良好,全天候/熊市优/震荡优,27.9,17.7,25,3.7,7.2,10,012630,广发国证半导体芯片ETF联接C,半导体,2021-09-09 ~ 2026-06-30,1163,28.68,5.62,102.66,16.54,-73.98,9.52,57.14,2021-12-03,2022-10-11,543,0.73,0.59,1.497,14.03,-7.86,50.6,38,313,61.3,48.3,23.78,-20.79,1.14,0.04,-7.3,27.27,788.62,-439.23,28,28,18.5,97.5,2.5,17.3,9,56,2839.47,12765.8,101.88,12867.68,3,17.12,159.95,3,-5.54,-51.78,4,14.69,2.18,0,1117,46,3,15,3,67,1,0,65,1,0,3,1,1,0,0,3,1,41,8,11,4,21,15,65,1,2,0,2,1,4,1,0,3,7,0,1,67,85.1,990.27,14.78,65,1.5,-561.69,-8.64,1,100.0,0.01,0.01,41,90.2,184.81,4.51,8,87.5,277.14,34.64,11,90.9,948.59,86.24,4,50.0,21.73,5.43,21,85.7,1215.34,57.87,15,0.0,-989.85,-65.99,65,84.6,838.22,12.9,2,0.0,-1.36,-0.68,0,0,0,0,2,0.0,-10.26,-5.13,1,0.0,-41.04,-41.04,3,0.0,-121.63,-40.54,7,57.1,89.19,12.74
0.85,42.9,C-一般,全天候/熊市优/震荡优,2.7,0.7,23.4,3.0,5.8,10,014953,信澳至诚精选混合C,半导体,2022-03-03 ~ 2026-06-30,1051,1.26,0.3,46.0,9.5,-44.74,13.07,49.24,2022-06-30,2026-04-03,971,0.08,0.02,1.037,8.3,-6.85,47.2,39,229,43.7,38.5,16.69,-15.53,1.07,-0.01,-29.59,11.73,530.53,-170.01,24,22,14.8,98.7,1.3,10.5,5,62,-163.79,9339.35,786.34,10125.69,1,5.29,132.3,3,-8.67,-44.8,5,4.99,2.64,0,1039,12,0,21,1,20,0,0,74,1,0,0,0,1,0,3,2,0,9,6,5,2,35,35,24,2,0,0,1,5,4,2,1,0,13,1,0,20,85.0,65.96,3.3,74,0.0,-651.25,-8.8,0,0,0,0,9,100.0,8.48,0.94,6,100.0,76.87,12.81,5,100.0,204.06,40.81,2,100.0,0.89,0.45,35,80.0,312.66,8.93,35,0.0,-674.69,-19.28,24,83.3,894.72,37.28,0,0,0,0,0,0,0,0,1,0.0,-39.58,-39.58,5,0.0,-466.78,-93.36,0,0,0,0,13,100.0,104.87,8.07
1.05,66.4,B-良好,全天候/熊市优/震荡优,24.4,20.2,24.9,3.8,7.5,10,014419,西部利得CES芯片指数增强C,半导体,2022-01-25 ~ 2026-06-30,1073,36.35,7.55,148.71,23.86,-112.36,11.2,54.8,2022-01-26,2022-12-23,362,0.81,0.67,1.591,15.32,-8.66,52.6,34,215,60.0,50.0,35.87,-22.79,1.57,0.03,-12.05,33.26,720.88,-190.52,34,22,18.9,97.6,2.4,11.2,5,42,3169.1,11917.27,1718.18,13635.45,4,38.43,175.44,3,-10.64,-44.64,2,6.0,0.97,0,1029,44,0,13,3,34,0,0,41,1,0,1,0,2,1,2,2,1,19,9,15,4,20,9,43,2,0,0,1,4,5,2,0,8,7,0,0,34,70.6,367.87,10.82,41,0.0,-453.61,-11.06,1,100.0,0.68,0.68,19,89.5,175.85,9.26,9,100.0,134.27,14.92,15,100.0,2748.75,183.25,4,100.0,37.68,9.42,20,90.0,752.01,37.6,9,0.0,-432.21,-48.02,43,79.1,374.88,8.72,0,0,0,0,0,0,0,0,1,0.0,-52.27,-52.27,4,0.0,-212.38,-53.09,8,0.0,-308.24,-38.53,7,100.0,35.82,5.12
0.9,63.5,B-良好,全天候/熊市优/震荡优,26.6,18.3,23.8,4.3,7.1,10,012651,博时半导体主题混合C,半导体,2021-10-27 ~ 2026-06-30,1136,43.67,8.37,164.11,24.04,-120.44,13.72,55.1,2021-11-11,2024-04-16,704,0.85,0.61,1.648,16.12,-9.62,51.7,45,238,50.8,47.4,48.5,-14.52,3.34,0.01,-14.87,47.13,718.38,-160.94,33,27,21.6,97.4,2.6,11.7,4,47,4358.44,14336.35,30.46,14366.81,3,37.67,172.57,2,-8.88,-31.68,5,10.34,-0.73,0,1091,45,0,21,3,27,0,1,77,4,0,4,0,0,0,3,1,2,24,6,18,2,11,21,30,1,0,0,2,2,4,3,0,2,14,0,0,27,92.6,443.15,16.41,77,0.0,-726.62,-9.44,2,100.0,1.33,0.67,24,83.3,222.39,9.27,6,50.0,117.59,19.6,18,100.0,2662.28,147.9,2,100.0,37.54,18.77,11,90.9,1449.2,131.75,21,0.0,-588.25,-28.01,30,96.7,845.31,28.18,0,0,0,0,0,0,0,0,2,0.0,-13.82,-6.91,2,0.0,-158.25,-79.12,2,0.0,-23.44,-11.72,14,85.7,90.03,6.43
1.15,47.9,C-一般,全天候/熊市优/震荡优,16.7,6.1,22.5,2.5,6.8,10,014143,银河创新成长混合C,半导体,2021-12-20 ~ 2026-06-30,1098,17.41,3.75,104.43,17.83,-87.02,18.48,61.34,2021-12-23,2024-09-23,674,0.42,0.2,1.696,15.3,-7.77,49.4,28,251,49.8,45.5,29.84,-17.3,1.72,0.0,-24.0,9.27,1285.52,-169.15,61,49,12.5,97.0,3.0,15.0,14,59,1740.85,11740.71,0,11740.71,3,31.87,162.88,3,-16.02,-50.38,4,4.89,-1.13,0,1040,58,0,14,4,28,0,0,87,3,0,0,0,2,0,0,0,0,19,23,3,7,13,21,31,1,4,0,0,1,4,0,0,6,8,0,0,28,89.3,602.18,21.51,87,0.0,-1195.0,-13.74,0,0,0,0,19,94.7,67.01,3.53,23,95.7,71.28,3.1,3,100.0,1413.41,471.14,7,71.4,0.15,0.02,13,100.0,711.79,54.75,21,0.0,-690.14,-32.86,31,100.0,804.63,25.96,4,0.0,-33.27,-8.32,0,0,0,0,0,0,0,0,1,0.0,-8.68,-8.68,6,0.0,-62.05,-10.34,8,100.0,59.54,7.44
0.95,53.8,C-一般,全天候/熊市优/震荡优,29.2,9.0,21.7,5.8,7.3,10,008888,华夏国证半导体芯片ETF联接C,半导体,2020-07-06 ~ 2026-06-30,1454,39.5,5.94,135.46,16.0,-95.96,19.84,59.94,2021-07-30,2024-01-31,987,0.54,0.3,1.541,14.27,-8.25,50.8,60,381,49.3,48.6,41.91,-25.66,1.63,0.0,-18.57,23.47,795.46,-334.83,49,30,29.0,98.0,2.0,11.4,6,60,3926.86,13900.1,50.11,13950.21,4,41.56,182.55,3,-12.4,-52.23,5,7.01,-2.09,0,1399,55,1,32,1,63,1,1,116,0,0,5,0,3,0,5,0,0,31,15,19,6,31,29,45,4,5,0,2,1,5,1,1,7,11,0,0,63,81.0,788.24,12.51,116,0.0,-1087.03,-9.37,0,0,0,0,31,93.5,146.02,4.71,15,66.7,165.72,11.05,19,100.0,4636.56,244.03,6,83.3,10.11,1.68,31,90.3,1211.41,39.08,29,0.0,-2279.13,-78.59,45,77.8,753.49,16.74,5,0.0,-77.72,-15.54,0,0,0,0,2,0.0,-207.28,-103.64,1,0.0,-130.17,-130.17,7,0.0,-170.44,-24.35,11,100.0,167.08,15.19
